DTXSID,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category,casrn,mol_weight,LD50_LM
DTXSID4027608,FALSE,FALSE,1503,3,4,5915-41-3,229.71,-0.815779079
DTXSID4027650,FALSE,TRUE,2520,3,5,7398-69-8,161.6699982,-1.192771107
DTXSID4027656,FALSE,FALSE,303,2,4,7659-86-1,204.3300018,-0.17111049
DTXSID4027781,FALSE,TRUE,5300,4,5,16470-24-9,1165.030029,-0.65793875
DTXSID4027789,FALSE,FALSE,410,2,4,17321-47-0,141.1199951,-0.463195304
DTXSID4027816,FALSE,FALSE,350,2,4,21351-39-3,158.1300049,-0.34505376
DTXSID4027818,FALSE,TRUE,2070,3,5,22031-33-0,232.2830048,-0.94995291
DTXSID4027991,FALSE,TRUE,5001,4,5,36653-82-4,242.4470062,-1.314440029
DTXSID4027997,FALSE,TRUE,2001,3,5,37764-25-3,208.0800018,-0.983016746
DTXSID4027999,FALSE,TRUE,4000,3,5,37971-36-1,270.1300049,-1.170487165
DTXSID4028121,FALSE,FALSE,1170,3,4,63734-62-3,316.6600037,-0.567592649
DTXSID4029145,FALSE,TRUE,5331,4,5,108-59-8,132.1150055,-1.605856535
DTXSID4029220,FALSE,FALSE,200,2,3,1603-41-4,108.1439972,-0.267027578
DTXSID4029224,FALSE,FALSE,1120,3,4,1758-73-2,108.1200027,-1.015311975
DTXSID4029270,FALSE,TRUE,5001,4,5,5413-60-5,192.2579956,-1.415172444
DTXSID4029353,FALSE,TRUE,4500,3,5,32388-55-9,246.3939972,-1.261582391
DTXSID4030336,TRUE,FALSE,10,1,2,542-76-7,89.51999664,0.951920057
DTXSID4030384,FALSE,FALSE,400,2,4,89-63-4,172.5700073,-0.365094674
DTXSID4032372,FALSE,FALSE,1453,3,4,119446-68-3,406.2600098,-0.55346154
DTXSID4032374,TRUE,FALSE,0.55,1,1,104653-34-1,539.4899902,2.991620702
DTXSID4032376,FALSE,FALSE,397,2,4,87674-68-8,275.7900085,-0.158211978
DTXSID4032378,TRUE,FALSE,1.5,1,1,82-66-6,340.3779907,2.355870211
DTXSID4032405,TRUE,FALSE,20,1,2,23422-53-9,257.7200012,1.110118129
DTXSID4032459,TRUE,FALSE,1,1,1,298-02-2,260.3599854,2.415574238
DTXSID4032532,FALSE,TRUE,5143,4,5,128639-02-1,412.1900024,-1.09611907
DTXSID4032534,FALSE,TRUE,3100,3,5,2536-31-4,274.7000122,-1.052503015
DTXSID4032536,FALSE,FALSE,318,2,4,39515-40-7,375.4679871,0.072145794
DTXSID4032611,TRUE,FALSE,33,1,2,13194-48-4,242.3300018,0.865893246
DTXSID4032613,FALSE,FALSE,250,2,3,122-14-5,277.230011,0.044900234
DTXSID4032619,FALSE,TRUE,2850,3,5,112226-61-6,330.8099976,-0.935266234
DTXSID4032667,FALSE,FALSE,88,2,3,66230-04-4,419.9100037,0.678673549
DTXSID4034150,FALSE,FALSE,128,2,3,52-86-8,375.8699951,0.467827689
DTXSID4034235,FALSE,FALSE,864,3,4,1928-43-4,333.25,-0.413743584
DTXSID4034283,FALSE,TRUE,2500,3,5,31717-87-0,341.5360107,-0.864503507
DTXSID4034287,FALSE,TRUE,18500,4,5,104-67-6,184.279007,-2.001695865
DTXSID4034499,FALSE,FALSE,260,2,3,121-21-1,328.4519959,0.101498557
DTXSID4034601,FALSE,FALSE,1670,3,4,67564-91-4,303.4899902,-0.740572099
DTXSID4034609,FALSE,FALSE,92,2,3,120068-37-3,437.1400146,0.676832735
DTXSID4034653,FALSE,TRUE,2189,3,5,79983-71-4,314.2099915,-0.843025771
DTXSID4036229,FALSE,FALSE,1950,3,4,142-87-0,260.3200073,-0.874527064
DTXSID4036435,FALSE,TRUE,2050,3,5,2687-94-7,197.3220062,-1.016578339
DTXSID4036853,FALSE,FALSE,1630,3,4,3366-61-8,226.279007,-0.85754334
DTXSID4036859,FALSE,TRUE,2001,3,5,2243-78-9,229.2389984,-0.940958586
DTXSID4037536,TRUE,FALSE,3.5,1,1,7/6/97,290.3900146,1.918913634
DTXSID4037538,TRUE,FALSE,35.12,1,2,17356-42-2,368.3999939,1.020765107
DTXSID4037580,TRUE,FALSE,25,1,2,1113-02-6,213.1900024,0.930826826
DTXSID4037582,TRUE,FALSE,32.4,1,2,17040-19-6,262.269989,0.908203588
DTXSID4037586,TRUE,FALSE,0.25,1,1,2600-69-3,244.3000031,2.989983464
DTXSID4037617,TRUE,FALSE,35,1,2,2631-37-0,207.272995,0.772474678
DTXSID4037748,FALSE,FALSE,500,2,4,1009-93-4,219.5099945,-0.357515705
DTXSID4039231,FALSE,FALSE,284,2,3,107-05-1,76.51999664,-0.569543398
DTXSID4039233,FALSE,FALSE,230,2,3,2835-39-4,142.197998,-0.208834354
DTXSID4040137,FALSE,FALSE,447,2,4,1867-66-9,274.1900024,-0.212255908
DTXSID4040264,FALSE,FALSE,126,2,3,131-52-2,288.2999878,0.359474079
DTXSID4040266,FALSE,FALSE,1000,3,4,115-31-1,253.3600006,-0.596261949
DTXSID4040268,FALSE,FALSE,59,2,3,973-21-7,326.3049927,0.742771707
DTXSID4040476,FALSE,FALSE,134,2,3,120928-09-8,306.4089966,0.359196714
DTXSID4040680,FALSE,TRUE,3800,3,5,98079-51-7,351.3540039,-1.03403869
DTXSID4040682,FALSE,FALSE,714,3,4,31431-39-7,295.2980042,-0.3834377
DTXSID4040686,FALSE,FALSE,248,2,3,22204-53-1,230.2630005,-0.032227521
DTXSID4040713,FALSE,FALSE,1960,3,4,1034-01-1,282.3359985,-0.841489816
DTXSID4040715,FALSE,TRUE,5001,4,5,48145-04-6,192.2140045,-1.415271828
DTXSID4040719,FALSE,TRUE,3000,3,5,97-36-9,205.2570038,-1.16482327
DTXSID4040765,FALSE,FALSE,1410,3,4,624-48-6,144.1260071,-0.990476758
DTXSID4040767,FALSE,FALSE,243,2,3,1154-59-2,351,0.159700843
DTXSID4041070,FALSE,FALSE,352,2,4,24280-93-1,320.3410034,-0.040930132
DTXSID4041107,FALSE,FALSE,463,2,4,110-60-1,88.15399933,-0.720338971
DTXSID4041153,FALSE,TRUE,3000,3,5,60643-86-9,129.1589966,-1.365996592
DTXSID4041155,FALSE,FALSE,827,3,4,43200-80-2,388.8099976,-0.327768086
DTXSID4041238,FALSE,FALSE,880,3,4,2579-20-6,142.2460022,-0.791442603
DTXSID4041280,FALSE,FALSE,953,3,4,2226-96-2,172.2480011,-0.74293871
DTXSID4041313,FALSE,FALSE,59.184,2,3,5736-15-2,428.8699951,0.860121349
DTXSID4041317,FALSE,FALSE,813,3,4,88-82-4,499.8120117,-0.211283857
DTXSID4041369,FALSE,TRUE,3000,3,5,24201-58-9,274.1000061,-1.03921221
DTXSID4041442,FALSE,TRUE,13900,4,5,532-02-5,230.2100067,-1.780890603
DTXSID4041521,FALSE,TRUE,3560,3,5,123-00-2,144.2180023,-1.392430522
DTXSID4041527,FALSE,FALSE,1330,3,4,826-36-8,155.2409973,-0.932845217
DTXSID4041571,FALSE,FALSE,474,2,4,54041-17-7,211.2359924,-0.351010422
DTXSID4041575,FALSE,FALSE,500,2,4,110-99-6,134.0870056,-0.571583312
DTXSID4041600,FALSE,FALSE,309,2,4,36001-88-4,304.2999878,-0.006656544
DTXSID4041602,FALSE,FALSE,825,3,4,1863-63-4,139.154007,-0.772958232
DTXSID4041604,FALSE,TRUE,12210,4,5,540-18-1,158.2409973,-1.887396653
DTXSID4041608,FALSE,TRUE,3700,3,5,100-66-3,108.1399994,-1.534215361
DTXSID4041654,FALSE,TRUE,2500,3,5,5444-75-7,234.3390045,-1.028095428
DTXSID4041781,FALSE,TRUE,6400,4,5,3495-42-9,267.9200134,-1.378174818
DTXSID4041783,FALSE,FALSE,757,3,4,1918-13-4,206.0800018,-0.56506003
DTXSID4041787,FALSE,FALSE,1030,3,4,25402-06-6,316.4410095,-0.512544463
DTXSID4041810,FALSE,FALSE,1410,3,4,97-11-0,328.4519959,-0.632747207
DTXSID4041818,FALSE,TRUE,2400,3,5,14765-30-1,154.253006,-1.191977606
DTXSID4041991,FALSE,FALSE,218,2,3,2540-82-1,257.2600098,0.071915788
DTXSID4041993,TRUE,FALSE,4.7,1,1,21548-32-3,241.2599945,1.710387456
DTXSID4041995,FALSE,FALSE,500,2,4,3878-19-1,184.197998,-0.433685099
DTXSID4041997,FALSE,TRUE,2336,3,5,67-45-8,225.1600037,-1.015981591
DTXSID4041999,FALSE,FALSE,521,3,4,121776-33-8,278.1300049,-0.27258988
DTXSID4042200,FALSE,FALSE,1100,3,4,555-37-3,275.1700134,-0.60179158
DTXSID4042250,FALSE,FALSE,89,2,3,2674-91-1,260.2999878,0.466084141
DTXSID4042252,FALSE,FALSE,500,2,4,7152-80-9,178.25,-0.447940466
DTXSID4042256,FALSE,TRUE,5001,4,5,17781-31-6,330.2099915,-1.180266645
DTXSID4042337,FALSE,TRUE,10331,4,5,106-36-5,116.1600037,-1.949085745
DTXSID4042410,FALSE,TRUE,4000,3,5,60840-87-1,411.5799866,-0.987605743
DTXSID4042460,FALSE,FALSE,1265,3,4,27954-37-6,280.2229919,-0.65458676
DTXSID4042468,TRUE,FALSE,8.5,1,2,39196-18-4,218.3200073,1.409674612
DTXSID4043779,FALSE,FALSE,400,2,4,92-09-1,271.3800049,-0.168482145
DTXSID4043856,FALSE,FALSE,1650,3,4,495-54-5,212.2559967,-0.890623975
DTXSID4044165,FALSE,FALSE,225,2,3,15263-53-3,237.3399963,0.023188413
DTXSID4044242,FALSE,TRUE,15900,4,5,4691-65-0,392.17099,-1.60792166
DTXSID4044294,FALSE,TRUE,16000,4,5,131-99-7,346.2359924,-1.66474777
DTXSID4044404,FALSE,FALSE,173,2,3,1892-29-1,154.2400055,-0.049849071
DTXSID4044408,FALSE,TRUE,3000,3,5,3/1/38,130.1909943,-1.362540311
DTXSID4044452,FALSE,TRUE,2001,3,5,629-03-8,243.9700012,-0.91391066
DTXSID4044454,FALSE,FALSE,200,2,3,638-07-3,164.5899963,-0.08462656
DTXSID4044585,FALSE,TRUE,7432,4,5,14663-23-1,336.2390137,-1.344457598
DTXSID4044587,FALSE,TRUE,4840,3,5,148-87-8,174.246994,-1.443680067
DTXSID4044616,FALSE,FALSE,916,3,4,2304-30-5,294.8900146,-0.492235407
DTXSID4044664,FALSE,FALSE,598,3,4,3778-76-5,268.7000122,-0.347433498
DTXSID4044747,FALSE,TRUE,2603,3,5,94317-64-3,167.2100067,-1.192211904
DTXSID4044791,FALSE,TRUE,3300,3,5,122-63-4,164.2039948,-1.303130221
DTXSID4044822,FALSE,FALSE,1850,3,4,55066-48-3,178.2749939,-1.016081298
DTXSID4044824,FALSE,FALSE,1300,3,4,562-74-3,154.253006,-0.925709716
DTXSID4044870,TRUE,FALSE,10.066,1,2,2082-81-7,226.2720032,1.351773896
DTXSID4044901,FALSE,TRUE,2400,3,5,2694-54-4,330.3359985,-0.861255338
DTXSID4044905,FALSE,FALSE,1464,3,4,2896-70-0,170.2319946,-0.934499889
DTXSID4044907,FALSE,TRUE,13342,4,5,3006-86-8,260.3739929,-1.709623333
DTXSID4044909,FALSE,FALSE,892,3,4,3027-21-2,182.2940063,-0.689592465
DTXSID4044953,FALSE,TRUE,3500,3,5,5344-27-4,123.1549988,-1.453616
DTXSID4045181,FALSE,FALSE,1410,3,4,60607-34-3,426.5639954,-0.519234917
DTXSID4045183,FALSE,FALSE,1295,3,4,53179-13-8,185.2259979,-0.844567825
DTXSID4045189,FALSE,FALSE,940,3,4,55242-55-2,306.3659973,-0.486887291
DTXSID4045210,FALSE,TRUE,4840,3,5,51012-33-0,364.8900146,-1.122683383
DTXSID4045262,FALSE,FALSE,780,3,4,77-04-3,167.2079926,-0.66883757
DTXSID4045345,FALSE,TRUE,6800,4,5,1070-11-7,277.230011,-1.389668671
DTXSID4045347,FALSE,FALSE,1700,3,4,1094-08-2,348.9299927,-0.68771062
DTXSID4045420,FALSE,FALSE,1780,3,4,16773-42-5,219.6300049,-0.908728331
DTXSID4045422,FALSE,FALSE,445,2,4,18694-40-1,234.2590027,-0.278663721
DTXSID4045428,FALSE,TRUE,2193,3,5,21462-39-5,461.4400024,-0.676923391
DTXSID4045472,FALSE,TRUE,3880,3,5,42924-53-8,228.2910004,-1.230342934
DTXSID4045478,FALSE,FALSE,1330,3,4,51781-21-6,328.8399963,-0.606867006
DTXSID4045551,FALSE,TRUE,5001,4,5,642-78-4,457.8599854,-1.038324165
DTXSID4045555,FALSE,FALSE,1380,3,4,1642-54-2,391.42099,-0.547234975
DTXSID4045557,FALSE,FALSE,445,2,4,2169-75-7,525.5980225,0.072293712
DTXSID4045559,FALSE,TRUE,7500,4,5,2624-44-4,263.3099976,-1.454593914
DTXSID4045632,FALSE,FALSE,995,3,4,50-10-2,428.4110107,-0.365962456
DTXSID4045638,FALSE,FALSE,1740,3,4,54767-75-8,337.5700073,-0.712185395
DTXSID4046022,FALSE,FALSE,392,2,4,58-25-3,299.76,-0.116512387
DTXSID4046153,FALSE,FALSE,340,2,4,671-95-4,270.7000122,-0.098990642
DTXSID4046157,FALSE,FALSE,850,3,4,17969-20-9,253.6999969,-0.525098464
DTXSID4046284,FALSE,FALSE,510,3,4,4008-48-4,190.1580048,-0.428455564
DTXSID4046313,FALSE,FALSE,1450,3,4,16590-41-3,341.4070129,-0.628095564
DTXSID4046319,TRUE,FALSE,5.97,1,2,302-27-2,645.7459717,2.034087374
DTXSID4046527,FALSE,TRUE,5001,4,5,868-59-7,185.6699982,-1.430315121
DTXSID4046573,FALSE,FALSE,170,2,3,305-85-1,390.9030151,0.361620099
DTXSID4046577,FALSE,TRUE,2001,3,5,3087-16-9,576.6099854,-0.54036493
DTXSID4046608,FALSE,FALSE,183,2,3,52432-72-1,527.6110229,0.459862771
DTXSID4046658,FALSE,FALSE,58.56,2,3,75443-99-1,848.3400269,1.160968891
DTXSID4046733,FALSE,TRUE,8400,4,5,1641-74-3,414.4110107,-1.306848
DTXSID4046785,FALSE,FALSE,213,2,3,101152-94-7,282.8099976,0.123115155
DTXSID4046818,FALSE,TRUE,5432,4,5,583-03-9,164.2480011,-1.519459668
DTXSID4046949,FALSE,FALSE,400,2,4,53-60-1,320.8800049,-0.095717336
DTXSID4047092,FALSE,TRUE,5001,4,5,488-10-8,164.2480011,-1.483556762
DTXSID4047096,FALSE,TRUE,4900,3,5,142-64-3,159.0500031,-1.488662398
DTXSID4047127,FALSE,TRUE,4700,3,5,16587-71-6,168.2799988,-1.446065358
DTXSID4047177,FALSE,TRUE,2570,3,5,644-08-6,168.2389984,-1.184006449
DTXSID4047204,FALSE,TRUE,44750,4,5,77-54-3,264.4089966,-2.228516812
DTXSID4047410,FALSE,TRUE,9960,4,5,78-37-5,284.3989868,-1.544331294
DTXSID4047414,FALSE,TRUE,5001,4,5,16491-24-0,168.2359924,-1.47313794
DTXSID4047416,FALSE,TRUE,6300,4,5,1118-39-4,196.2899933,-1.506442389
DTXSID4047462,FALSE,TRUE,4800,3,5,13466-78-9,136.2380066,-1.546942957
DTXSID4047464,FALSE,FALSE,600,3,4,15707-23-0,122.1709976,-0.69118313
DTXSID4047543,FALSE,FALSE,940,3,4,57646-30-7,301.3420105,-0.494068172
DTXSID4047593,FALSE,TRUE,5700,4,5,99-83-2,136.2380066,-1.621576575
DTXSID4047620,FALSE,FALSE,1800,3,4,109-08-0,94.11699677,-1.281604445
DTXSID4047624,FALSE,TRUE,5001,4,5,109-42-2,240.3869934,-1.318145889
DTXSID4047838,FALSE,FALSE,400,2,4,134-80-5,241.7599945,-0.218675554
DTXSID4048274,FALSE,FALSE,170,2,3,5118-29-6,291.4379883,0.234097239
DTXSID4048351,FALSE,TRUE,5900,4,5,54-47-7,247.1430054,-1.377903688
DTXSID4048561,FALSE,FALSE,100,2,3,17090-79-8,670.8809814,0.82664548
DTXSID4048567,FALSE,TRUE,2001,3,5,2013-58-3,476.8699951,-0.622847091
DTXSID4048698,FALSE,FALSE,230,2,3,4/1/81,384.4460144,0.223107527
DTXSID4048721,FALSE,FALSE,1139,3,4,20684-06-4,421.9299927,-0.431283326
DTXSID4048723,FALSE,FALSE,690,3,4,36304-84-4,353.3989868,-0.290583791
DTXSID4048725,FALSE,TRUE,2060,3,5,64241-34-5,283.3320007,-0.861571592
DTXSID4048800,FALSE,FALSE,695,3,4,21590-92-1,379.5039978,-0.262768449
DTXSID4048854,FALSE,FALSE,1115,3,4,841-73-6,266.3410034,-0.621836836
DTXSID4048856,FALSE,FALSE,525,3,4,116287-13-9,285.3099976,-0.264842313
DTXSID4048858,FALSE,FALSE,170,2,3,33401-94-4,356.3900146,0.321476606
DTXSID4049080,FALSE,FALSE,184,2,3,66871-56-5,220.276001,0.07814936
DTXSID4051532,FALSE,FALSE,1950,3,4,105-01-1,196.2460022,-0.997233793
DTXSID4051536,FALSE,FALSE,126,2,3,105-31-7,98.14499664,-0.108502381
DTXSID4051584,FALSE,TRUE,2500,3,5,1128-08-1,166.2640076,-1.177141764
DTXSID4051619,FALSE,TRUE,3150,3,5,122-01-0,175.0099945,-1.255247703
DTXSID4051669,FALSE,TRUE,9500,4,5,13244-35-4,205.6600037,-1.664573766
DTXSID4051871,FALSE,FALSE,450,2,4,7/5/38,130.1430054,-0.538791682
DTXSID4051900,FALSE,FALSE,770,3,4,2426-54-2,171.2400055,-0.652885492
DTXSID4051906,FALSE,TRUE,4650,3,5,24473-06-1,226.6999969,-1.312001439
DTXSID4051908,FALSE,FALSE,98,2,3,24689-89-2,178.6499939,0.26077693
DTXSID4051958,FALSE,FALSE,1130,3,4,28140-60-5,258.75,-0.640198085
DTXSID4052180,FALSE,TRUE,2100,3,5,536-59-4,152.2369995,-1.139699079
DTXSID4052265,FALSE,FALSE,1700,3,4,5986-38-9,154.253006,-1.042215285
DTXSID4052267,FALSE,TRUE,3200,3,5,60-01-5,274.3129883,-1.066903607
DTXSID4052340,FALSE,FALSE,1020,3,4,65442-31-1,185.2700043,-0.74079506
DTXSID4052508,FALSE,FALSE,1230,3,4,7652-64-4,244.2940063,-0.7019923
DTXSID4052550,FALSE,FALSE,341,2,4,80-48-8,186.2299957,-0.262704746
DTXSID4052554,FALSE,TRUE,7400,4,5,81-30-1,268.1799927,-1.440805345
DTXSID4052556,TRUE,FALSE,11,1,2,814-49-3,172.5399933,1.195497092
DTXSID4052633,FALSE,TRUE,4290,3,5,94-04-2,170.2519989,-1.401365073
DTXSID4052635,FALSE,FALSE,1560,3,4,941-98-0,170.2109985,-0.962136979
DTXSID4052716,TRUE,FALSE,37,1,2,545-55-1,173.1560059,0.670235835
DTXSID4052768,FALSE,FALSE,75,2,3,69353-21-5,368.2709961,0.691106253
DTXSID4057683,FALSE,TRUE,6000,4,5,1/7/27,328.8099976,-1.261206236
DTXSID4057716,FALSE,TRUE,12100,4,5,32838-28-1,315.4100037,-1.583909907
DTXSID4057920,FALSE,FALSE,981,3,4,101903-30-4,345.3989868,-0.453347948
DTXSID4057928,FALSE,FALSE,983,3,4,106700-29-2,295.8099976,-0.52154067
DTXSID4057974,FALSE,TRUE,5001,4,5,14168-01-5,375.3200073,-1.124655138
DTXSID4057978,FALSE,FALSE,240,2,3,1468-37-7,214.3300018,-0.049128274
DTXSID4058077,FALSE,FALSE,350,2,4,3766-81-2,207.272995,-0.227525322
DTXSID4058079,FALSE,TRUE,2150,3,5,37893-02-0,416.3500061,-0.712979885
DTXSID4058100,FALSE,TRUE,6130,4,5,42609-73-4,268.3599854,-1.358742715
DTXSID4058156,FALSE,FALSE,1000,3,4,67129-08-2,277.75,-0.556345932
DTXSID4058235,FALSE,FALSE,268,2,3,71048-99-2,345.2680054,0.110021542
DTXSID4058287,FALSE,FALSE,1420,3,4,10443-70-6,256.730011,-0.742811705
DTXSID4058310,FALSE,FALSE,1060,3,4,1432-14-0,319.7799988,-0.520454569
DTXSID4058362,FALSE,FALSE,100,2,3,3309-87-3,252.6499939,0.402519292
DTXSID4058364,FALSE,FALSE,400,2,4,34490-93-2,320.276001,-0.096535594
DTXSID4058491,FALSE,FALSE,1580,3,4,866-82-0,315.1830139,-0.700094283
DTXSID4058493,FALSE,FALSE,237,2,3,89784-60-1,360.7900085,0.182506156
DTXSID4058651,FALSE,FALSE,150,2,3,25679-28-1,148.2050018,-0.005228398
DTXSID4058998,FALSE,TRUE,2830,3,5,89-84-9,152.1490021,-1.269517327
DTXSID4059099,FALSE,TRUE,2040,3,5,94-30-4,180.2030029,-1.053868144
DTXSID4059122,FALSE,TRUE,6000,4,5,95-30-7,282.4400024,-1.327225044
DTXSID4059174,FALSE,TRUE,4250,3,5,98-60-2,211.0599976,-1.303983001
DTXSID4059465,FALSE,TRUE,13000,4,5,118-03-6,383.3599854,-1.530336573
DTXSID4059592,FALSE,TRUE,7500,4,5,128-97-2,304.2099915,-1.39188779
DTXSID4059914,FALSE,TRUE,3630,3,5,375-01-9,200.0559998,-1.258755044
DTXSID4060072,FALSE,TRUE,6408,4,5,488-23-3,134.2220001,-1.678898797
DTXSID4060446,TRUE,FALSE,50,1,2,591-08-2,118.1500015,0.373463727
DTXSID4060787,FALSE,TRUE,2240,3,5,624-49-7,144.1260071,-1.191505663
DTXSID4060789,FALSE,FALSE,165,2,3,624-65-7,74.51000214,-0.345269368
DTXSID4060866,FALSE,FALSE,1510,3,4,629-15-2,118.0879974,-1.106771189
DTXSID4061464,FALSE,TRUE,5200,4,5,1073-67-2,138.5899963,-1.57427146
DTXSID4061836,FALSE,FALSE,500,2,4,1633-83-6,136.1699982,-0.564888573
DTXSID4061884,FALSE,FALSE,84,2,3,1688-71-7,163.2200012,0.288494091
DTXSID4061969,FALSE,TRUE,17590,4,5,1787-61-7,461.3800049,-1.58120707
DTXSID4062016,FALSE,FALSE,124,2,3,1838-59-1,86.08999634,-0.158468996
DTXSID4062278,FALSE,TRUE,3519,3,5,2224-33-1,313.4729919,-1.050219138
DTXSID4062511,FALSE,FALSE,530,3,4,2549-93-1,142.2460022,-0.5712358
DTXSID4062808,FALSE,FALSE,1498,3,4,3040-44-6,129.2030029,-1.064239206
DTXSID4063248,TRUE,FALSE,50,1,2,3964-18-9,176.1719971,0.546966873
DTXSID4063296,FALSE,FALSE,246,2,3,4097-89-6,146.2380066,-0.225874849
DTXSID4063799,TRUE,FALSE,4.6,1,1,5344-82-1,186.6600037,1.608293438
DTXSID4063820,FALSE,TRUE,2001,3,5,5384-21-4,256.3450012,-0.892422236
DTXSID4063822,FALSE,FALSE,400,2,4,5388-62-5,217.5700073,-0.264460965
DTXSID4064058,FALSE,FALSE,613,3,4,5910-89-4,108.1439972,-0.753458057
DTXSID4064260,FALSE,TRUE,9960,4,5,6360-54-9,708.6599731,-1.147821435
DTXSID4064420,FALSE,TRUE,3162,3,5,6613-44-1,168.6199951,-1.273052793
DTXSID4064638,FALSE,FALSE,1650,3,4,7346-79-4,159.2290039,-1.015461766
DTXSID4065604,FALSE,FALSE,1000,3,4,13750-62-4,172.2310028,-0.76388867
DTXSID4065731,FALSE,TRUE,7400,4,5,14216-25-2,174.2599945,-1.628034024
DTXSID4066096,FALSE,TRUE,9700,4,5,16672-39-2,454.5599976,-1.32918052
DTXSID4066208,FALSE,FALSE,60,2,3,17518-47-7,201.2899933,0.525670935
DTXSID4066967,FALSE,TRUE,3570,3,5,24199-46-0,140.2259979,-1.405839677
DTXSID4067642,FALSE,FALSE,850,3,4,31643-49-9,173.1309967,-0.691044096
DTXSID4067727,FALSE,TRUE,4160,3,5,32852-92-9,212.2480011,-1.292249722
DTXSID4068082,FALSE,FALSE,84,2,3,38237-74-0,177.246994,0.324299593
DTXSID4068793,FALSE,FALSE,200,2,3,52718-96-4,134.1380005,-0.173478167
DTXSID4071712,FALSE,TRUE,3568,3,5,68683-20-5,194.2740021,-1.264010159
DTXSID4073124,FALSE,TRUE,7000,4,5,111-35-3,104.1490021,-1.827442927
DTXSID4073128,FALSE,TRUE,5001,4,5,947-92-2,210.3209991,-1.376174218
DTXSID4073170,FALSE,FALSE,380,2,4,368-53-6,176.1419983,-0.333920678
DTXSID4073205,FALSE,FALSE,344,2,4,598-58-3,77.03900146,-0.649847797
DTXSID4073207,FALSE,FALSE,500,2,4,607-01-2,214.2480011,-0.368053226
DTXSID4073253,TRUE,FALSE,27,1,2,1186-09-0,198.2200012,0.86578371
DTXSID4073334,FALSE,FALSE,84.7,2,3,3984-22-3,100.1169968,0.072624403
DTXSID4073411,FALSE,FALSE,1777,3,4,16768-69-7,161.2480011,-1.042193088
DTXSID4073413,FALSE,FALSE,975,3,4,17493-73-1,269.769989,-0.558010981
DTXSID4073417,FALSE,FALSE,1075,3,4,18063-03-1,157.1199951,-0.835177007
DTXSID4073598,FALSE,TRUE,4100,3,5,65463-19-6,259.197998,-1.199152214
DTXSID4073679,TRUE,FALSE,4.5,1,1,84529-59-9,454.5799866,2.004397798
DTXSID4073887,FALSE,TRUE,2140,3,5,92-81-9,181.2380066,-1.072164497
DTXSID4075457,FALSE,TRUE,3910,3,5,764-48-7,88.10600281,-1.647171259
DTXSID40865478,FALSE,FALSE,1225,3,4,29218-27-7,207.229,-0.771685557
DTXSID40873331,FALSE,TRUE,2300,3,5,16106-20-0,191.139,-1.080378526
DTXSID40874489,FALSE,TRUE,10250,4,5,73-09-6,284.37,-1.556840087
DTXSID40875759,FALSE,FALSE,83,2,3,54266-80-7,218.27,0.419915956
DTXSID40876903,FALSE,TRUE,2300,3,5,5/4/28,191.274,-1.080071896
DTXSID40878402,FALSE,FALSE,1469,3,4,17226-75-4,408.359,-0.555979664
DTXSID40878740,TRUE,FALSE,10,1,2,542-58-5,122.55,1.088313316
DTXSID40880060,FALSE,FALSE,537,3,4,438-41-5,336.22,-0.203350742
DTXSID40883293,FALSE,TRUE,6160,4,5,103-75-3,128.171,-1.681790939
DTXSID40883637,FALSE,FALSE,1327,3,4,1003-14-1,86.134,-1.187696307
DTXSID40883975,FALSE,FALSE,1250,3,4,3457-98-5,233.7,-0.728251301
DTXSID40884886,FALSE,FALSE,166,2,3,17256-39-2,158.07,-0.021258635
DTXSID40885515,FALSE,TRUE,2228,3,5,31775-20-9,717.6,-0.492032756
DTXSID40885853,FALSE,FALSE,1070,3,4,41892-01-7,342.39,-0.494862706
DTXSID40886820,FALSE,FALSE,1600,3,4,67210-66-6,329.37,-0.686435943
DTXSID40887175,FALSE,TRUE,4100,3,5,68133-72-2,142.198,-1.459890369
DTXSID40889598,FALSE,FALSE,1960,3,4,12224-02-1,1440.9,-0.13362223
DTXSID40894980,FALSE,FALSE,1500,3,4,20253-72-9,253.31,-0.772438924
DTXSID40895073,FALSE,FALSE,56.5,2,3,64318-79-2,394.552,0.844055801
DTXSID40896823,FALSE,FALSE,142,2,3,13078-15-4,233.14,0.215328448
DTXSID50143133,FALSE,TRUE,3400,3,5,10031-96-6,192.2140045,-1.24769389
DTXSID50143931,FALSE,TRUE,3260,3,5,10143-67-6,178.2279968,-1.262241674
DTXSID50145051,FALSE,FALSE,1500,3,4,102410-20-8,285.75,-0.72010502
DTXSID50146649,FALSE,FALSE,383,2,4,104683-52-5,330.4320068,-0.064116666
DTXSID50147919,FALSE,FALSE,441,2,4,1071-98-3,76.05799866,-0.763293696
DTXSID50148587,FALSE,FALSE,912,3,4,108552-93-8,260.3410034,-0.544452264
DTXSID50148926,FALSE,FALSE,220,2,3,109410-00-6,316.2390137,0.157592766
DTXSID50148986,FALSE,FALSE,350,2,4,109593-75-1,451.2430115,0.110342445
DTXSID50150923,FALSE,FALSE,850,3,4,115-76-4,132.2030029,-0.808177606
DTXSID50153914,TRUE,FALSE,7.51,1,2,123252-98-2,485.9100037,1.810915903
DTXSID50154128,FALSE,FALSE,500,2,4,123886-62-4,402.4899902,-0.09421492
