Chemical Name,Chemical ID,CAS RN,Gene Symbol,Gene ID,Interaction,Interaction Actions,Reference Count,Organism Count
Arsenic,D001151,7440-38-2,MCF2L,23263,Arsenic affects the methylation of MCF2L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MCL1,4170,Arsenic results in decreased expression of MCL1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MCL1,4170,Arsenic results in increased expression of MCL1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,MCM3AP-AS1,114044,Arsenic affects the methylation of MCM3AP-AS1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MCM5,4174,Arsenic affects the methylation of MCM5 3' UTR,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MCM8,84515,Arsenic affects the methylation of MCM8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MCPH1,79648,Arsenic affects the methylation of MCPH1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MCRIP2,84331,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MCRIP2 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MCU,90550,Arsenic affects the methylation of MCU gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MDC1,9656,Arsenic affects the methylation of MDC1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MDH2,4191,Arsenic results in increased expression of MDH2 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,MDM2,4193,Arsenic affects the methylation of MDM2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MDM2,4193,MDM2 SNP affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,MDP1,145553,Arsenic affects the methylation of MDP1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MDS2,259283,Arsenic affects the methylation of MDS2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ME1,4199,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of ME1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ME3,10873,Arsenic affects the methylation of ME3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MECOM,2122,Arsenic affects the methylation of MECOM gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED1,5469,Arsenic results in decreased expression of MED1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MED10,84246,Arsenic affects the methylation of MED10 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED12L,116931,Arsenic affects the methylation of MED12L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED14,9282,Arsenic affects the methylation of MED14 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED16,10025,Arsenic affects the methylation of MED16 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED18,54797,Arsenic results in increased methylation of MED18 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MED26,9441,Arsenic affects the methylation of MED26 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED27,9442,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of MED27 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,MED6,10001,Arsenic affects the methylation of MED6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MED9,55090,Arsenic affects the methylation of MED9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEF2C,4208,Arsenic affects the expression of MEF2C mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MEF2C,4208,Arsenic affects the methylation of MEF2C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEG3,55384,Arsenic affects the expression of MEG3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MEG3,55384,Arsenic affects the methylation of MEG3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEG3,55384,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of MEG3 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,MEGF11,84465,Arsenic affects the methylation of MEGF11 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEGF6,1953,Arsenic affects the methylation of MEGF6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEGF8,1954,Arsenic affects the methylation of MEGF8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEI1,150365,Arsenic affects the methylation of MEI1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEIS1,4211,Arsenic affects the methylation of MEIS1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MEIS2,4212,MEIS2 mRNA results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,METRNL,284207,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of METRNL mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,METTL21A,151194,Arsenic affects the methylation of METTL21A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,METTL22,79091,Arsenic affects the methylation of METTL22 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,METTL3,56339,Arsenic affects the methylation of METTL3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,METTL7A,25840,METTL7A mRNA results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,MEX3C,51320,Arsenic affects the expression of MEX3C mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MFAP2,4237,Arsenic results in decreased methylation of MFAP2 5' UTR,decreases^methylation,1,1
Arsenic,D001151,7440-38-2,MFGE8,4240,Arsenic affects the expression of MFGE8 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,MFHAS1,9258,Arsenic affects the methylation of MFHAS1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MFRP,83552,Arsenic affects the expression of MFRP protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,MFSD13A,79847,Arsenic affects the methylation of MFSD13A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MFSD14B,84641,Arsenic affects the methylation of MFSD14B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MFSD2A,84879,Arsenic results in decreased expression of MFSD2A mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MFSD6,54842,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of MFSD6 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,MFSD9,84804,Arsenic affects the methylation of MFSD9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MGA,23269,Arsenic affects the methylation of MGA gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MGARP,84709,Arsenic affects the methylation of MGARP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MGMT,4255,Arsenic affects the expression of MGMT mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MGMT,4255,Arsenic affects the methylation of MGMT gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MGRN1,23295,Arsenic affects the methylation of MGRN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MGST1,4257,Arsenic results in increased expression of MGST1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,MGST1,4257,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MGST1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MGST3B,567275,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of MGST3B mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIA,8190,Arsenic affects the methylation of MIA gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIA3,375056,Arsenic affects the methylation of MIA3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIB2,142678,Arsenic affects the methylation of MIB2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MICA,100507436,Arsenic affects the methylation of MICA gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MICALL2,79778,Arsenic affects the methylation of MICALL2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MICB,4277,Arsenic affects the methylation of MICB gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MICB,4277,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MICB mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MID1IP1,58526,Arsenic affects the methylation of MID1IP1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIDN,90007,Arsenic results in decreased expression of MIDN mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIF,4282,Arsenic affects the expression of MIF protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,MINDY1,55793,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of MINDY1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,MINDY4,84182,Arsenic affects the methylation of MINDY4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MINPP1,9562,Arsenic results in decreased expression of MINPP1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR106A,406899,Arsenic results in increased methylation of MIR106A gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MIR10A,406902,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR10A mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR1180,100302256,Arsenic affects the methylation of MIR1180 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR1-1HG,128826,Arsenic affects the methylation of MIR1-1HG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR1205,100302161,Arsenic affects the methylation of MIR1205 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR1256,100302155,Arsenic affects the methylation of MIR1256 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR126,406913,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of MIR126 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR1283-1,100302265,Arsenic affects the methylation of MIR1283-1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR1307,100302174,Arsenic affects the methylation of MIR1307 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR138-2,406930,Arsenic affects the methylation of MIR138-2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR141,406933,Arsenic affects the methylation of MIR141 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR142,406934,Arsenic affects the expression of MIR142,affects^expression,1,1
Arsenic,D001151,7440-38-2,MIR143,406935,Arsenic results in decreased expression of MIR143 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR143,406935,MIR143 mRNA inhibits the reaction [Arsenic results in increased expression of MMP2 protein],decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR143,406935,MIR143 mRNA inhibits the reaction [Arsenic results in increased expression of MMP9 protein],decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR148A,406940,Arsenic results in increased methylation of MIR148A gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MIR149,406941,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR149 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR15B,406949,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR15B mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR184,406960,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR184 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR184,406960,Arsenic results in increased expression of MIR184,increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR184,406960,MIR184 mRNA inhibits the reaction [Arsenic results in increased expression of OSGIN1 protein],decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR184,406960,UCA1 mRNA promotes the reaction [Arsenic results in increased expression of MIR184 mRNA],increases^expression|increases^reaction,1,1
Arsenic,D001151,7440-38-2,MIR188,406964,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR188 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR1910,100302261,Arsenic affects the methylation of MIR1910 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR1915HG,399726,Arsenic affects the methylation of MIR1915HG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR193A,406968,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR193A mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR196B,442920,"[Air Pollutants, Occupational results in increased abundance of Arsenic] which results in increased expression of MIR196B mRNA",increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR200A,406983,Arsenic results in decreased expression of MIR200A mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR200B,406984,Arsenic results in decreased expression of MIR200B mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR200C,406985,Arsenic results in decreased expression of MIR200C mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR205,406988,Arsenic results in decreased expression of MIR205 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR2052,100302260,Arsenic affects the methylation of MIR2052 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR21,406991,Arsenic results in increased expression of MIR21 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR21,406991,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MIR21 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR211,406993,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR211 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR211,406993,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of MIR211 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR221,407006,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MIR221 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR222,407007,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR222 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR222,407007,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of MIR222 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR22HG,84981,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MIR22HG mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR294,100049712,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of MIR294 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR29A,407021,Arsenic results in increased expression of MIR29A,increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR29C,407026,Arsenic results in decreased expression of MIR29C,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR320B1,100302117,Arsenic affects the methylation of MIR320B1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR320C1,100302135,Arsenic affects the expression of MIR320C1,affects^expression,1,1
Arsenic,D001151,7440-38-2,MIR320C2,100302195,Arsenic affects the expression of MIR320C2,affects^expression,1,1
Arsenic,D001151,7440-38-2,MIR337,442905,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR337 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR361,494323,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of MIR361 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR3667HG,348645,Arsenic affects the methylation of MIR3667HG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR372,442917,Arsenic affects the methylation of MIR372 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR376A,723855,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR376A mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR381,494330,Arsenic results in decreased expression of MIR381,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR412,574433,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR412 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR423,494335,Arsenic affects the expression of MIR423,affects^expression,1,1
Arsenic,D001151,7440-38-2,MIR425,494337,Arsenic results in increased expression of MIR425,increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR433,574034,Arsenic results in increased expression of MIR433,increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR452,574412,Arsenic results in decreased expression of MIR452,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR454,768216,Arsenic affects the expression of MIR454,affects^expression,1,1
Arsenic,D001151,7440-38-2,MIR467B,735257,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR467B mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR487B,664616,Arsenic results in decreased expression of MIR487B,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR489,574442,Arsenic results in increased methylation of MIR489 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MIR494,574452,Arsenic results in decreased expression of MIR494,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR497,574456,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR497 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR499,735275,Arsenic affects the methylation of MIR499 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR5087,100847044,Arsenic results in decreased methylation of MIR5087 gene,decreases^methylation,1,1
Arsenic,D001151,7440-38-2,MIR519A1,574496,Arsenic affects the methylation of MIR519A1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR525,574470,Arsenic affects the methylation of MIR525 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR527,574497,Arsenic affects the methylation of MIR527 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR548B,693128,Arsenic affects the methylation of MIR548B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR548H4,100313884,Arsenic affects the methylation of MIR548H4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR548N,100302152,Arsenic affects the methylation of MIR548N gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR576,693161,Arsenic results in increased expression of MIR576,increases^expression,1,1
Arsenic,D001151,7440-38-2,MIR580,693165,Arsenic affects the methylation of MIR580 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR590,693175,Arsenic results in decreased expression of MIR590,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR592,693177,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR592 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR679,751539,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR679 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR681,751538,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR681 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR719,751526,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR719 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MIR7-3HG,284424,Arsenic affects the methylation of MIR7-3HG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR9-3,407051,Arsenic affects the methylation of MIR9-3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIR940,100126328,Arsenic affects the methylation of MIR940 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MIRLET7D,406886,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIRLET7D mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MISP,126353,Arsenic affects the methylation of MISP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MKLN1,4289,Arsenic affects the methylation of MKLN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MKNK2,2872,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MKNK2 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MLC1,23209,Arsenic affects the expression of MLC1 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MLC1,23209,Arsenic affects the methylation of MLC1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MLEC,9761,Arsenic affects the methylation of MLEC gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MLF2,8079,Arsenic affects the methylation of MLF2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MLH1,4292,Arsenic results in increased methylation of MLH1 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MLH1,4292,[Arsenic results in increased methylation of MLH1 promoter] which results in decreased expression of MLH1 mRNA,decreases^expression|increases^methylation,1,1
Arsenic,D001151,7440-38-2,MLLT1,4298,Arsenic affects the methylation of MLLT1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MLLT10,8028,Arsenic affects the methylation of MLLT10 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MLLT6,4302,Arsenic affects the methylation of MLLT6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMADHC,27249,Arsenic affects the methylation of MMADHC gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MME,4311,Arsenic affects the expression of MME mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MME,4311,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MME mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MMEL1,79258,Arsenic affects the methylation of MMEL1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMP1,4312,Arsenic results in increased expression of MMP1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP11,4320,Arsenic affects the expression of MMP11 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MMP15,4324,Arsenic results in increased methylation of MMP15 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MMP16,4325,Arsenic affects the methylation of MMP16 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMP17,4326,Arsenic affects the methylation of MMP17 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMP19,4327,Arsenic affects the methylation of MMP19 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMP19,4327,Arsenic results in decreased expression of MMP19 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,[Arsenic co-treated with RET protein alternative form] results in increased secretion of MMP2 protein alternative form,affects^cotreatment|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,[Arsenic co-treated with RET protein] results in increased secretion of MMP2 protein alternative form,affects^cotreatment|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,Arsenic results in increased expression of and results in increased secretion of MMP2 protein,increases^expression|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,[Arsenic results in increased expression of and results in increased secretion of MMP2 protein] which results in increased expression of VCAM1 protein,increases^expression|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,Arsenic results in increased expression of MMP2 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,Arsenic results in increased expression of MMP2 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,Cysteine inhibits the reaction [[Arsenic co-treated with RET protein] results in increased secretion of MMP2 protein alternative form],affects^cotreatment|decreases^reaction|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,mecobalamin inhibits the reaction [[sodium arsenite results in increased abundance of Arsenic] which results in increased activity of MMP2 protein],decreases^reaction|increases^abundance|increases^activity,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,MIR143 mRNA inhibits the reaction [Arsenic results in increased expression of MMP2 protein],decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,[Silybin co-treated with Arsenic] results in decreased expression of MMP2,affects^cotreatment|decreases^expression,1,1
Arsenic,D001151,7440-38-2,MMP2,4313,[sodium arsenite results in increased abundance of Arsenic] which results in increased activity of MMP2 protein,increases^abundance|increases^activity,1,1
Arsenic,D001151,7440-38-2,MMP27,64066,Arsenic affects the methylation of MMP27 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMP28,79148,Arsenic affects the methylation of MMP28 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MMP8,4317,Arsenic affects the expression of MMP8 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,Arsenic results in increased expression of and results in increased activity of MMP9 protein,increases^activity|increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,Arsenic results in increased expression of and results in increased secretion of MMP9 protein,increases^expression|increases^secretion,2,1
Arsenic,D001151,7440-38-2,MMP9,4318,"[Arsenic results in increased expression of and results in increased secretion of MMP9 protein] which results in decreased abundance of Cholesterol, HDL",decreases^abundance|increases^expression|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,[Arsenic results in increased expression of and results in increased secretion of MMP9 protein] which results in increased expression of ICAM1 protein,increases^expression|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,[Arsenic results in increased expression of and results in increased secretion of MMP9 protein] which results in increased expression of VCAM1 protein,increases^expression|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,Arsenic results in increased expression of MMP9 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,Arsenic results in increased expression of MMP9 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,Arsenic results in increased secretion of MMP9 protein,increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,KRAS affects the reaction [Arsenic results in increased secretion of MMP9 protein],affects^reaction|increases^secretion,1,1
Arsenic,D001151,7440-38-2,MMP9,4318,MIR143 mRNA inhibits the reaction [Arsenic results in increased expression of MMP9 protein],decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,MMRN2,79812,Arsenic results in increased methylation of MMRN2 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MMS19,64210,Arsenic affects the expression of MMS19 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,MOB1A,55233,Arsenic results in increased expression of MOB1A protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,MOB2,81532,Arsenic affects the methylation of MOB2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MOG,4340,Arsenic affects the methylation of MOG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MON2,23041,Arsenic results in increased methylation of MON2 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,MORC4,79710,Arsenic affects the methylation of MORC4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MORN3,283385,Arsenic affects the methylation of MORN3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MOSMO,730094,Arsenic affects the methylation of MOSMO gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,MOSMO,730094,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of MOSMO mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,MOSPD2,158747,Arsenic results in decreased expression of MOSPD2 mRNA,decreases^expression,1,1
